"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006413","GO:0006413","translational initiation","10/574","104/23355",0.000244998447644644,0.00228066617755067,0.00174854224138779,"Eif2s2/Eif4e/Khdrbs1/Rpl13a/Eif4g2/Npm1/Eif4a1/Eif2s1/Rps2/Eif3a",10
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","11/574","124/23355",0.000248140805791777,0.00229788725363426,0.00176174530427824,"Rpl11/Rpl5/Mad2l1/Sf3b3/Pbk/Smarcc1/Egfr/Rpl23/Rps7/Hsp90ab1/Usp14",11
"GO:0051261","GO:0051261","protein depolymerization","11/574","124/23355",0.000248140805791777,0.00229788725363426,0.00176174530427824,"Map2/Kif18a/Tpx2/Stmn3/Kif2c/Stmn1/Ckap2/Lima1/Cfl1/Stmn2/Map1b",11
"GO:0043486","GO:0043486","histone exchange","5/574","24/23355",0.000254260293763784,0.00234844053149095,0.00180050351564785,"Ptma/Hjurp/Anp32e/Nasp/Cenpp",5
"GO:0051222","GO:0051222","positive regulation of protein transport","19/574","309/23355",0.000255084522645233,0.0023499496438509,0.00180166052263745,"Nnat/Ect2/Dynll1/Ran/Trim28/Cdk1/Ipo5/Ppia/Egfr/Rack1/Myh10/Cdk5r1/Brca1/Sox4/Hsp90aa1/Oxct1/Hnrnpm/Hsp90ab1/Kif20b",19
"GO:0071158","GO:0071158","positive regulation of cell cycle arrest","6/574","37/23355",0.000260976576682935,0.00239801732993415,0.0018385130793113,"Insm1/Rpl26/Cdk5r1/Rpl23/Brca1/Sox4",6
"GO:0006611","GO:0006611","protein export from nucleus","11/574","125/23355",0.00026617145048508,0.0024394476235179,0.00187027687671285,"Ssb/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Rangap1/Srsf3",11
"GO:0046605","GO:0046605","regulation of centrosome cycle","7/574","52/23355",0.000267835826570564,0.00244839125780187,0.00187713378654515,"Plk4/Cdk5rap2/Cep295/Xpo1/Npm1/Kifc1/Cep192",7
"GO:0006606","GO:0006606","protein import into nucleus","13/574","168/23355",0.000274748944579696,0.00250514678698821,0.00192064714294579,"Ect2/Ran/Trim28/Cdk1/Ipo5/Phip/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Hsp90ab1/Cfl1",13
"GO:0008361","GO:0008361","regulation of cell size","15/574","214/23355",0.000283231249746763,0.00257588318184013,0.00197487935615592,"Map2/Dcx/Kdm1a/Eif4g2/Cdk4/Rpl4/Bcl11a/Npm1/Cdk5r1/Atp5g1/Dbn1/Hsp90aa1/Hsp90ab1/Cfl1/Map1b",15
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","12/574","147/23355",0.000286546111640685,0.00259938258416908,0.00199289588923033,"Parp1/Ect2/Hnrnpd/Ezh2/Rps3/Hdac2/Prdx2/Top2b/Egfr/Rack1/Dhfr/Cfl1",12
"GO:0009416","GO:0009416","response to light stimulus","19/574","312/23355",0.000288011701881522,0.00260602954679565,0.00199799198573227,"Parp1/Dtl/Pcna/Usp1/Kdm1a/Ppp1cc/Rad18/Ccnd1/Casp3/Pbk/Cdkn2d/Tipin/Pclaf/Egfr/Npm1/Rpl26/Aurkb/Eif2s1/Hmgn1",19
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","22/574","390/23355",0.000290097652952383,0.00261824176116415,0.00200735485211507,"Hspd1/Nucks1/Dhx9/Ssb/Trim59/Csde1/Trim28/Thoc7/Top2b/Ilf3/Smarca4/Ppia/Top2a/Kpna2/Pabpc1/Tcp1/Ube2i/Srpk1/Hsp90ab1/Banf1/Cfl1/Eif3a",22
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","13/574","169/23355",0.000291113229125523,0.00262075605764648,0.00200928251415084,"Ncl/Caprin1/Eif4e/Hnrnpr/Tyms/Hnrnpd/Rpl13a/Rps3/Ilf3/Syncrip/Rack1/Dhfr/Eif2s1",13
"GO:0006337","GO:0006337","nucleosome disassembly","4/574","14/23355",0.00029702258156772,0.00266720277791619,0.00204489230797553,"Smarca4/Smarcc1/Smarce1/Smarcd1",4
"GO:0021953","GO:0021953","central nervous system neuron differentiation","16/574","239/23355",0.000301907539841513,0.00269271958226146,0.00206445554379764,"Map2/Dlx1/Dlx2/Dcx/Nfib/Elavl4/Dlx5/Ascl1/Nfix/Eomes/Sox4/Hsp90aa1/Olig2/Hsp90ab1/Ubb/Arx",16
"GO:0007131","GO:0007131","reciprocal meiotic recombination","7/574","53/23355",0.000302135858639573,0.00269271958226146,0.00206445554379764,"Rad51/Cenps/Rad51ap1/Top2b/Topbp1/Top2a/Trip13",7
"GO:0140527","GO:0140527","reciprocal homologous recombination","7/574","53/23355",0.000302135858639573,0.00269271958226146,0.00206445554379764,"Rad51/Cenps/Rad51ap1/Top2b/Topbp1/Top2a/Trip13",7
"GO:0002183","GO:0002183","cytoplasmic translational initiation","5/574","25/23355",0.000311442327025722,0.00274811145137337,0.00210692340863686,"Eif2s2/Rpl13a/Eif4a1/Rps2/Eif3a",5
"GO:0006301","GO:0006301","postreplication repair","5/574","25/23355",0.000311442327025722,0.00274811145137337,0.00210692340863686,"Dtl/Pcna/Rad18/Pclaf/Brca1",5
"GO:0072528","GO:0072528","pyrimidine-containing compound biosynthetic process","5/574","25/23355",0.000311442327025722,0.00274811145137337,0.00210692340863686,"Dtymk/Dut/Ctps/Tyms/Nme1",5
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","5/574","25/23355",0.000311442327025722,0.00274811145137337,0.00210692340863686,"Rpl11/Rpl26/Rpl23/Rps7/Ubb",5
"GO:0051348","GO:0051348","negative regulation of transferase activity","17/574","265/23355",0.000326020454459914,0.00286962558430558,0.00220008592248873,"Hnrnpu/Cdk5rap2/Cdkn2c/Rpl11/Rpl5/Coro1c/Actb/Mad2l1/Plk1/Fbxo5/Casp3/Rtraf/Ppia/Npm1/Rpl23/Rps7/Camk2n2",17
"GO:0035825","GO:0035825","homologous recombination","7/574","54/23355",0.000339873460508933,0.00298417290264139,0.0022879071155767,"Rad51/Cenps/Rad51ap1/Top2b/Topbp1/Top2a/Trip13",7
"GO:0044728","GO:0044728","DNA methylation or demethylation","9/574","89/23355",0.000340825866279724,0.00298516448396723,0.00228866734162428,"Parp1/Ezh2/Trim28/Ctcf/Dnmt1/Smarca4/Brca1/Hells/Kcnq1ot1",9
"GO:0050769","GO:0050769","positive regulation of neurogenesis","18/574","291/23355",0.000342156953190117,0.00298945976792151,0.00229196045199121,"Aspm/Caprin1/Pak3/Dcx/Kdm1a/Ppp1cc/Eif4g2/Hdac2/Ascl1/Nap1l1/Rpl4/Egfr/Bcl11a/Atp5g1/Dbn1/Sox11/Olig2/Map1b",18
"GO:0051170","GO:0051170","import into nucleus","13/574","172/23355",0.000345288116873362,0.00300172973937726,0.00230136759960545,"Ect2/Ran/Trim28/Cdk1/Ipo5/Phip/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Hsp90ab1/Cfl1",13
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","13/574","172/23355",0.000345288116873362,0.00300172973937726,0.00230136759960545,"Map2/Tpx2/Vbp1/Tmsb4x/Stmn1/Tmsb10/Fkbp4/Ckap2/Dbn1/Lima1/Cfl1/Stmn2/Map1b",13
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","8/574","71/23355",0.000346093698859583,0.00300172973937726,0.00230136759960545,"Dhx9/Hnrnpu/Elavl4/Ybx1/Hnrnpd/Syncrip/Hnrnpa0/Pabpc1",8
"GO:0006220","GO:0006220","pyrimidine nucleotide metabolic process","6/574","39/23355",0.000351347366958616,0.00303988135499961,0.00233061769861139,"Dtymk/Dut/Ctps/Tyms/Dctpp1/Nme1",6
"GO:0006473","GO:0006473","protein acetylation","14/574","196/23355",0.000369645274017837,0.00318270846103494,0.00244012045292774,"Hat1/Actl6a/Pole3/Hdac2/Mbd3/Yeats4/Ctcf/Esco2/Cep295/Smarca4/Brca1/Sox4/Naa50/Brd8",14
"GO:0051099","GO:0051099","positive regulation of binding","14/574","196/23355",0.000369645274017837,0.00318270846103494,0.00244012045292774,"Dhx9/Parp1/Stmn1/Rpl11/Kdm1a/Ran/Trim28/Hnrnpl/Hmgb2/Smarca4/Hspa4/Nme1/Eif2s1/Hsp90ab1",14
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","9/574","90/23355",0.000370592552946373,0.00318315729052489,0.00244046456173686,"Aspm/Dlx1/Dlx2/Eif4e/Cdk5rap2/Cit/Cd24a/Ascl1/Olig2",9
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","7/574","55/23355",0.000381295179362642,0.00326719435617724,0.00250489413963029,"Dtymk/Dut/Ctps/Tyms/Dctpp1/Nme1/Tk1",7
"GO:0060249","GO:0060249","anatomical structure homeostasis","23/574","426/23355",0.000396284086630473,0.0033468993371779,0.00256600239278041,"Hnrnpu/Parp1/Nek2/Rad51/Pcna/Cct3/Rpa2/Hnrnpd/Cct7/Blm/Cct2/Ptges3/Gnl3/Egfr/Cct4/Nhp2/Aurkb/Smc6/Hsp90aa1/Cct5/Nell2/Tcp1/Hsp90ab1",23
"GO:0007135","GO:0007135","meiosis II","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Sgo2a/Bub1b/Bub1/Sgo1",4
"GO:0031115","GO:0031115","negative regulation of microtubule polymerization","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Map2/Stmn1/Fkbp4/Stmn2",4
"GO:0061983","GO:0061983","meiosis II cell cycle process","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Sgo2a/Bub1b/Bub1/Sgo1",4
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Cdk5rap2/Mad2l1/Ccnb1/Ndc80",4
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Kdm1a/Rpl26/Atad5/Hnrnpk",4
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","4/574","15/23355",0.00039718546689794,0.0033468993371779,0.00256600239278041,"Cdk5rap2/Mad2l1/Ccnb1/Ndc80",4
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","9/574","91/23355",0.000402469884046667,0.00338341112924338,0.00259399527107345,"Rpl11/Rpl5/Mad2l1/Rps3/Fbxo5/Ppia/Rpl23/Sox4/Rps7",9
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","10/574","111/23355",0.000415287116787297,0.00348292685682931,0.00267029203693918,"Bok/Kdm1a/Rps3/Tpt1/Cdkn2d/Rps27l/Rpl26/Atad5/Brca1/Hnrnpk",10
"GO:0016032","GO:0016032","viral process","19/574","322/23355",0.000426042879000551,0.00356472582994344,0.00273300571296948,"Nucks1/Dhx9/Ssb/Trim59/Csde1/Trim28/Top2b/Ilf3/Smarca4/Ppia/Top2a/Kpna2/Pabpc1/Ube2i/Srpk1/Hsp90ab1/Banf1/Cfl1/Eif3a",19
"GO:0043393","GO:0043393","regulation of protein binding","15/574","223/23355",0.000438725959512093,0.00366222890146714,0.00280775941471787,"Map2/Aurka/Rpl11/Kdm1a/Crmp1/Ran/Actb/Cycs/Plk1/Rack1/Hspa4/Aurkb/Hnrnpk/Csnk1e/Hsp90ab1",15
"GO:0000302","GO:0000302","response to reactive oxygen species","14/574","200/23355",0.00045309185584681,0.00375803313426703,0.00288121064997679,"Parp1/Ect2/Hnrnpd/Ezh2/Lig1/Rps3/Hdac2/Casp3/Prdx2/Top2b/Egfr/Rack1/Dhfr/Cfl1",14
"GO:1990138","GO:1990138","neuron projection extension","14/574","200/23355",0.00045309185584681,0.00375803313426703,0.00288121064997679,"Map2/Aurka/Dcx/Kdm1a/Eif4g2/Rpl4/Bcl11a/Cdk5r1/Atp5g1/Dbn1/Hnrnpk/Hsp90aa1/Hsp90ab1/Map1b",14
"GO:0031100","GO:0031100","animal organ regeneration","5/574","27/23355",0.00045443032838437,0.00375803313426703,0.00288121064997679,"Aurka/Ezh2/Ccnd1/Cdk1/Egfr",5
"GO:0033233","GO:0033233","regulation of protein sumoylation","5/574","27/23355",0.00045443032838437,0.00375803313426703,0.00288121064997679,"Sae1/Uba2/Gnl3/Sumo2/Ube2i",5
"GO:0006414","GO:0006414","translational elongation","8/574","74/23355",0.000459789736187691,0.00379353202293139,0.00290842695500334,"Eef1b2/Rplp2/Eef2/Rplp1/Eef1a1/Rack1/Eif5a/Eef1g",8
"GO:0034599","GO:0034599","cellular response to oxidative stress","17/574","274/23355",0.000478279621226645,0.0039369498450971,0.00301838259984651,"Parp1/Nono/Ect2/Melk/Sfpq/Hnrnpd/Ezh2/Rps3/Hdac2/Prdx2/Top2b/Ppia/Egfr/Rack1/Dhfr/Eif2s1/Cfl1",17
"GO:0072594","GO:0072594","establishment of protein localization to organelle","23/574","433/23355",0.000496772930815591,0.0040797333533031,0.00312785192855811,"Hspd1/Ect2/Cct3/Atpif1/Ran/Cct7/Trim28/Cdk1/Cct2/Ipo5/Phip/Sec61g/Cct4/Hspa4/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Cct5/Tcp1/Hsp90ab1/Cfl1",23
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Ran/Rps15/Xpo1/Npm1",4
"GO:0019081","GO:0019081","viral translation","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Dhx9/Ssb/Csde1/Eif3a",4
"GO:0031498","GO:0031498","chromatin disassembly","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Smarca4/Smarcc1/Smarce1/Smarcd1",4
"GO:0033235","GO:0033235","positive regulation of protein sumoylation","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Sae1/Uba2/Gnl3/Sumo2",4
"GO:0033750","GO:0033750","ribosome localization","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Ran/Rps15/Xpo1/Npm1",4
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","7/574","58/23355",0.000530279804083739,0.00429538720574437,0.00329318952781893,"Aspm/Cdc20/Rad51ap1/Fbxo5/Ttk/Trip13/Cdc25c",7
"GO:0006336","GO:0006336","DNA replication-independent nucleosome assembly","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Hjurp/Hat1/Nasp/Rbbp4/Cenpp",5
"GO:0010458","GO:0010458","exit from mitosis","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Ube2c/Ube2s/Birc5/Rpl24/Cdca5",5
"GO:0021895","GO:0021895","cerebral cortex neuron differentiation","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Dlx1/Dlx2/Elavl4/Eomes/Arx",5
"GO:0045070","GO:0045070","positive regulation of viral genome replication","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Top2b/Ppia/Top2a/Pabpc1/Srpk1",5
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Ube2t/Ube2e3/Ube2c/Anapc5/Ube2s",5
"GO:0072401","GO:0072401","signal transduction involved in DNA integrity checkpoint","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Dtl/Plk1/Rpl26/Brca1/Sox4",5
"GO:0072422","GO:0072422","signal transduction involved in DNA damage checkpoint","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Dtl/Plk1/Rpl26/Brca1/Sox4",5
"GO:1904030","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Cdk5rap2/Cdkn2c/Actb/Plk1/Casp3",5
"GO:0048872","GO:0048872","homeostasis of number of cells","20/574","355/23355",0.000547601690545941,0.00434658841870841,0.00333244449838813,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Ezh2/Rps19/Prmt1/Rps17/Cd24a/Kitl/Casp3/Hmgb2/Prdx2/Rps24/Smarca4/Ccnb2/Sox4/Siva1/Ncapg2",20
"GO:0042306","GO:0042306","regulation of protein import into nucleus","8/574","76/23355",0.000551157632999099,0.00436507025154743,0.00334661415887391,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hsp90ab1",8
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","13/574","181/23355",0.000562075362194941,0.00444164441770047,0.00340532207739157,"Aurka/Cdc20/Rpl11/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Sumo2/Csnk1e/Hsp90ab1/Usp14/Ubb",13
"GO:1904031","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","5/574","29/23355",0.000641949401789111,0.00506157887530394,0.00388061372536772,"Psrc1/Ccnd2/Ccnd1/Egfr/Hsp90ab1",5
"GO:0043489","GO:0043489","RNA stabilization","7/574","60/23355",0.000652989956165263,0.00513723956664529,0.00393862130057762,"Dhx9/Hnrnpu/Elavl4/Ybx1/Hnrnpd/Syncrip/Hnrnpa0",7
"GO:1903363","GO:1903363","negative regulation of cellular protein catabolic process","8/574","78/23355",0.000656676499660396,0.00515483804148426,0.00395211370772726,"Rpl11/Rpl5/Pbk/Smarcc1/Rpl23/Rps7/Hsp90ab1/Usp14",8
"GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process","4/574","17/23355",0.000665993320467559,0.0051935794903128,0.00398181602033928,"Ube2c/Cdc20/Anapc5/Ube2s",4
"GO:0045793","GO:0045793","positive regulation of cell size","4/574","17/23355",0.000665993320467559,0.0051935794903128,0.00398181602033928,"Kdm1a/Cdk4/Hsp90aa1/Hsp90ab1",4
"GO:0071428","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus","4/574","17/23355",0.000665993320467559,0.0051935794903128,0.00398181602033928,"Ran/Rps15/Xpo1/Npm1",4
"GO:0016358","GO:0016358","dendrite development","18/574","309/23355",0.000694029937614539,0.00539373430527225,0.00413527081009269,"Map2/Caprin1/Pak3/Dcx/Elavl4/Cdc20/Ywhah/Cit/Ezh2/Eif4g2/Hdac2/Lzts1/Bcl11a/Cdk5r1/Dbn1/Hnrnpk/Cfl1/Map1b",18
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","9/574","98/23355",0.000694693563502444,0.00539373430527225,0.00413527081009269,"Nono/Kdm1a/Hdac2/Tpt1/Cdkn2d/Ppia/Atad5/G2e3/Hells",9
"GO:0051781","GO:0051781","positive regulation of cell division","8/574","79/23355",0.000715226320571031,0.00554105620032808,0.00424821963141605,"Ect2/Ybx1/Cit/Kif23/Cenpv/Aurkb/Racgap1/Kif20b",8
"GO:0043462","GO:0043462","regulation of ATPase activity","7/574","61/23355",0.000722248558292489,0.00558329537671324,0.00428060358347265,"Dhx9/Hnrnpu/Atpif1/Dynll1/Mcm2/Dnajc9/Dbn1",7
"GO:0030218","GO:0030218","erythrocyte differentiation","11/574","141/23355",0.000743104162160061,0.00573205726820212,0.00439465642195355,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Rps19/Prmt1/Casp3/Hmgb2/Smarca4/Ncapg2",11
"GO:0071168","GO:0071168","protein localization to chromatin","5/574","30/23355",0.000754915993934946,0.00579801571151765,0.00444522547298286,"Ezh2/Plk1/Esco2/Rad21/Cdca5",5
"GO:0072395","GO:0072395","signal transduction involved in cell cycle checkpoint","5/574","30/23355",0.000754915993934946,0.00579801571151765,0.00444522547298286,"Dtl/Plk1/Rpl26/Brca1/Sox4",5
"GO:0045005","GO:0045005","DNA-dependent DNA replication maintenance of fidelity","6/574","45/23355",0.000774499819803006,0.00592284163273008,0.0045409270702655,"Nucks1/Rad51/Pcna/Cenps/Blm/Tipin",6
"GO:1901998","GO:1901998","toxin transport","6/574","45/23355",0.000774499819803006,0.00592284163273008,0.0045409270702655,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","11/574","142/23355",0.000788056368312435,0.00601358035562021,0.00461049467795168,"Parp1/Ect2/Ran/Trim28/Cdk1/Ipo5/Npm1/Brca1/Hsp90aa1/Hnrnpm/Hsp90ab1",11
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","7/574","62/23355",0.000797192910160917,0.00605730339429961,0.00464401627826535,"Kdm1a/Kmt5a/Foxm1/Rps27l/Npm1/Rpl26/Sox4",7
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","7/574","62/23355",0.000797192910160917,0.00605730339429961,0.00464401627826535,"Rpa2/Ezh2/Ccnd1/Rps27l/Rpl26/Haspin/Sox4",7
"GO:0010720","GO:0010720","positive regulation of cell development","20/574","368/23355",0.000854984529504643,0.00647277630272105,0.00496255124742393,"Aspm/Caprin1/Aurka/Pak3/Dcx/Kdm1a/Ppp1cc/Eif4g2/Hdac2/Ascl1/Nap1l1/Rpl4/Egfr/Bcl11a/C1qbp/Atp5g1/Dbn1/Sox11/Olig2/Map1b",20
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","12/574","166/23355",0.000855513178368642,0.00647277630272105,0.00496255124742393,"Hat1/Actl6a/Pole3/Hdac2/Mbd3/Yeats4/Ctcf/Smarca4/Brca1/Sox4/Naa50/Brd8",12
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","6/574","46/23355",0.000872423753960039,0.00657275184127521,0.00503920054138381,"Dtymk/Dut/Tyms/Rrm1/Dctpp1/Rrm2",6
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","6/574","46/23355",0.000872423753960039,0.00657275184127521,0.00503920054138381,"Parp1/Rad51/Rpa2/Kdm1a/Rad51ap1/Blm",6
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","5/574","31/23355",0.000882082344212986,0.00663146895564774,0.00508421780685798,"Dtl/Pcna/Pola1/Cdkn2d/Pclaf",5
"GO:0042063","GO:0042063","gliogenesis","19/574","343/23355",0.000911933868606542,0.00684142792566427,0.0052451892509237,"Dlx1/Dlx2/Dcx/Fubp1/Nfib/Cdk6/Ppp1cc/Ezh2/Hdac2/Ascl1/Nfix/Smarca4/Egfr/Suz12/Cdk5r1/Sox4/Sox11/Olig2/Syne2",19
"GO:0006304","GO:0006304","DNA modification","9/574","102/23355",0.000927533266676209,0.00694380693958021,0.00532368124252937,"Parp1/Ezh2/Trim28/Ctcf/Dnmt1/Smarca4/Brca1/Hells/Kcnq1ot1",9
"GO:0016571","GO:0016571","histone methylation","11/574","145/23355",0.000936649172749825,0.00699732029054281,0.00536470888417083,"Kdm1a/Nsd2/Ezh2/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Suz12/Brca1/Dpy30",11
"GO:0007409","GO:0007409","axonogenesis","24/574","483/23355",0.000962446310403506,0.00717496662430789,0.00550090686074165,"Map2/Pak3/Dcx/Nfib/Stmn1/Crmp1/Actb/Dlx5/Eif4g2/Tubb3/Top2b/Rpl4/Bcl11a/Myh10/Cdk5r1/Atp5g1/Dbn1/Etv1/Hsp90aa1/Rpl24/Hsp90ab1/Ncam1/Arx/Map1b",24
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","22/574","427/23355",0.000972065509784355,0.00723151663764261,0.00554426265215036,"Ccna2/Psrc1/Cdk5rap2/Cdkn2c/Actb/Ezh2/Ccnd2/Blm/Rps3/Plk1/Ccnd1/Cd24a/Kitl/Casp3/Prdx2/Cdkn2d/Ccnb2/Ppia/Egfr/Ccnb1/Hsp90ab1/Incenp",22
"GO:0045069","GO:0045069","regulation of viral genome replication","8/574","83/23355",0.000992854902658908,0.00736884610294821,0.00564955047262917,"Trim28/Top2b/Ilf3/Ppia/Top2a/Pabpc1/Srpk1/Banf1",8
"GO:0032091","GO:0032091","negative regulation of protein binding","9/574","103/23355",0.000994669890161738,0.00736884610294821,0.00564955047262917,"Map2/Aurka/Kdm1a/Crmp1/Actb/Rack1/Aurkb/Hnrnpk/Csnk1e",9
"GO:0061351","GO:0061351","neural precursor cell proliferation","13/574","193/23355",0.00102117082811552,0.00754944587272099,0.00578801279093818,"Aspm/Insm1/Ptbp2/Melk/Kdm1a/Tacc3/Cd24a/Ascl1/Nap1l1/Shcbp1/Dbn1/Racgap1/Arx",13
"GO:0048639","GO:0048639","positive regulation of developmental growth","14/574","218/23355",0.00105562890090379,0.00778800077098313,0.00597090817501815,"Dcx/Chd7/Eif4g2/Cdk1/Naca/Rpl4/Bcl11a/Atp5g1/Dbn1/Hnrnpk/Ccnb1/Ncam1/Arx/Map1b",14
"GO:0021872","GO:0021872","forebrain generation of neurons","8/574","84/23355",0.00107421228346935,0.00790869333336851,0.00606344080676824,"Aspm/Dlx1/Dlx2/Dcx/Dlx5/Ascl1/Ubb/Arx",8
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","6/574","48/23355",0.00109663849830992,0.00805712086774809,0.00617723730017985,"Clspn/Blm/Cdk1/Topbp1/Brca1/Rad21",6
"GO:0010976","GO:0010976","positive regulation of neuron projection development","14/574","220/23355",0.00115208531603036,0.00844704202846175,0.00647618224312236,"Caprin1/Pak3/Elavl4/Kdm1a/Ezh2/Cd24a/Eef1a1/Bcl11a/Nme1/Dbn1/Hnrnpk/Ranbp1/Dpysl3/Stmn2",14
"GO:0048524","GO:0048524","positive regulation of viral process","7/574","66/23355",0.00116044887764423,0.00849085639691947,0.00650977386419438,"Dhx9/Top2b/Ppia/Top2a/Kpna2/Pabpc1/Srpk1",7
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","5/574","33/23355",0.00118334775071687,0.00862291926546964,0.00661102388774092,"Psrc1/Cdk5rap2/Rps3/Stmn2/Map1b",5
"GO:0051642","GO:0051642","centrosome localization","5/574","33/23355",0.00118334775071687,0.00862291926546964,0.00661102388774092,"Aspm/Aurka/Mad2l1/Dlgap5/Syne2",5
"GO:0010212","GO:0010212","response to ionizing radiation","10/574","127/23355",0.00118970086449224,0.00865148522317872,0.00663292484992981,"Nucks1/Rad51/Ect2/Kdm1a/Rad51ap1/Ccnd2/Blm/Topbp1/Rpl26/Brca1",10
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","6/574","49/23355",0.0012240887009364,0.00888338657250984,0.00681071908791679,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:0009219","GO:0009219","pyrimidine deoxyribonucleotide metabolic process","4/574","20/23355",0.00127876142041358,0.00922368278091421,0.00707161754856664,"Dtymk/Dut/Tyms/Dctpp1",4
"GO:0071157","GO:0071157","negative regulation of cell cycle arrest","4/574","20/23355",0.00127876142041358,0.00922368278091421,0.00707161754856664,"Ccnd1/Cdk4/Rpl23/Hsp90ab1",4
"GO:1901028","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","4/574","20/23355",0.00127876142041358,0.00922368278091421,0.00707161754856664,"Bok/Slc25a5/Atpif1/Siva1",4
"GO:0034644","GO:0034644","cellular response to UV","8/574","87/23355",0.00135066906478371,0.00972262994811918,0.0074541506025779,"Parp1/Pcna/Kdm1a/Pbk/Npm1/Rpl26/Aurkb/Eif2s1",8
"GO:0061842","GO:0061842","microtubule organizing center localization","5/574","34/23355",0.00135966631874069,0.00976762308978158,0.00748864596605716,"Aspm/Aurka/Mad2l1/Dlgap5/Syne2",5
