"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019184","GO:0019184","nonribosomal peptide biosynthetic process","4/453","16/16051",0.000869905993695725,0.00889542697842355,0.00635195703606264,"Slc1a2/Gclm/Slc7a11/Nfe2l2",4
"GO:0051938","GO:0051938","L-glutamate import","4/453","16/16051",0.000869905993695725,0.00889542697842355,0.00635195703606264,"Kcnj10/Slc1a2/Slc1a3/Slc7a11",4
"GO:0072243","GO:0072243","metanephric nephron epithelium development","4/453","16/16051",0.000869905993695725,0.00889542697842355,0.00635195703606264,"Wwtr1/Hes5/Sox9/Hes1",4
"GO:0035725","GO:0035725","sodium ion transmembrane transport","11/453","126/16051",0.000883473572783522,0.00901260058868483,0.00643562718927117,"Atp1b1/Atp1a2/Atp1a1/Slc4a4/Fxyd1/Atp1b2/Slc9a3r1/Camk2d/Dmd/Slc6a11/Fxyd6",11
"GO:0060291","GO:0060291","long-term synaptic potentiation","10/453","107/16051",0.000887333302991928,0.00901260058868483,0.00643562718927117,"Dbi/Prnp/Ptn/Apoe/Nr2e1/Fam107a/Sqstm1/Gfap/Ntrk2/Serpine2",10
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","10/453","107/16051",0.000887333302991928,0.00901260058868483,0.00643562718927117,"Sirpa/Ogt/Ddah1/Klf4/Cyba/Clu/Rora/Acox1/Clcn3/Klf2",10
"GO:0071695","GO:0071695","anatomical structure maturation","16/453","231/16051",0.000893506193131851,0.00905499564851742,0.00646590022723226,"Bcl2/S1pr1/Hes5/Cntnap2/Gja1/Fgfr1/Ednrb/Dag1/Ctsl/Id2/Hes1/Nrxn1/Sirt2/Plxnb1/Tgfb2/Klf2",16
"GO:0019932","GO:0019932","second-messenger-mediated signaling","18/453","277/16051",0.000920230961036191,0.00930501395869184,0.00664443078774487,"Atp1b1/Prnp/Gnas/Vcam1/Epha5/Adcyap1r1/Apoe/Crtc3/Mt2/Mt1/Ednrb/Tmem100/Sox9/Slc9a3r1/Ntrk2/Cmya5/Cbs/Dmd",18
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","8/453","72/16051",0.000931356504319331,0.0093756554768146,0.00669487377256913,"Bcl2/Pea15a/Timp3/Sfrp1/Trps1/Hgf/Bmpr1b/Sort1",8
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","8/453","72/16051",0.000931356504319331,0.0093756554768146,0.00669487377256913,"Fjx1/Sox2/Ptn/Sox9/Ntrk2/Ttc8/Rorb/Tspan12",8
"GO:1901888","GO:1901888","regulation of cell junction assembly","15/453","210/16051",0.000938668411737018,0.00942831021101706,0.00673247293562342,"Ptpra/Sdc4/Gpm6b/Limch1/Gja1/Lrp1/Fam107a/Vcl/Fermt2/Ephb1/Ntrk2/Nrxn1/Clstn1/Tpbg/Ntrk3",15
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","11/453","127/16051",0.000943292088654905,0.00943292088654905,0.00673576528043807,"Sdc4/Ptn/Calr/Fermt2/Dag1/Cspg5/Emp2/Ccdc80/Vit/Rsu1/Dmd",11
"GO:0072073","GO:0072073","kidney epithelium development","11/453","127/16051",0.000943292088654905,0.00943292088654905,0.00673576528043807,"Bcl2/Wwtr1/Notch2/Hes5/Sfrp1/Fgfr1/Sox9/Hes1/Klf15/Fgfr2/Ctnnbip1",11
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","6/453","41/16051",0.000950790815219266,0.00947809762637383,0.00676802463247282,"Sox2/Enho/Hes5/Hes1/Il6st/Tgfb2",6
"GO:0021575","GO:0021575","hindbrain morphogenesis","7/453","56/16051",0.000956178943764424,0.00947809762637383,0.00676802463247282,"Dab1/Psap/Rora/Hes1/Cbs/Nrxn1/Serpine2",7
"GO:0031641","GO:0031641","regulation of myelination","7/453","56/16051",0.000956178943764424,0.00947809762637383,0.00676802463247282,"Hes5/Ptprz1/Ptn/Dag1/Tcf7l2/Hgf/Sirt2",7
"GO:0032835","GO:0032835","glomerulus development","7/453","56/16051",0.000956178943764424,0.00947809762637383,0.00676802463247282,"Bcl2/Wwtr1/Notch2/Hes1/Pdgfrb/Plce1/Klf15",7
